student_id,window_start_s,window_end_s,code_events,terminal_runs,terminal_errors,test_results,query_count,event_density,longest_idle_s,thinking_time_s,cum_code_rate,cum_query_rate,query_count_so_far,time_since_session_start_s,net_code_growth,delete_ratio,time_since_last_query_s,error_self_fix,prior_no_effort_rate,current_state,prev_state,segments_in_window,pct_thinking,pct_implementing,pct_debugging,pct_seekingHelp,pct_testing,label_next_state,label_next_thinking_subtype,label_next_3_states,label_next_5_states,label_error_imminence_15s,label_error_imminence_30s,label_error_imminence_60s,label_query_imminence_5s,label_query_imminence_10s,label_query_imminence_15s,label_query_imminence_30s,label_query_imminence_45s,label_query_imminence_60s,label_time_to_next_query_s
11527,0.0,30.0,0,0,0,0,0,0.0,30.0,30.0,0.0,0.0,0,30.0,0,0.0,30.0,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,
11527,5.0,35.0,0,0,0,0,0,0.0,30.0,30.0,0.0,0.0,0,35.0,0,0.0,35.0,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,
11527,10.0,40.0,0,0,0,0,0,0.0,30.0,30.0,0.0,0.0,0,40.0,0,0.0,40.0,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,
11527,15.0,45.0,0,0,0,0,0,0.0,30.0,30.0,0.0,0.0,0,45.0,0,0.0,45.0,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,
11527,20.0,50.0,0,0,0,0,0,0.0,30.0,30.0,0.0,0.0,0,50.0,0,0.0,50.0,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,
11527,25.0,55.0,0,0,0,0,0,0.0,30.0,30.0,0.0,0.0,0,55.0,0,0.0,55.0,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,
11527,30.0,60.0,0,0,0,0,0,0.0,30.0,30.0,0.0,0.0,0,60.0,0,0.0,60.0,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,
11527,35.0,65.0,0,0,0,0,0,0.0,30.0,30.0,0.0,0.0,0,65.0,0,0.0,65.0,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,
11527,40.0,70.0,0,0,0,0,0,0.0,30.0,30.0,0.0,0.0,0,70.0,0,0.0,70.0,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,
11527,45.0,75.0,0,0,0,0,0,0.0,30.0,30.0,0.0,0.0,0,75.0,0,0.0,75.0,0,0.0,thinking,,1,1.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,
